filename,timestamp_s
20200716T151230+1000_Binya-Wet-A_670098.flac,0
20200611T134500+0800_Matuwa-Indigenous-Protected-Area-Wet-A_527932.flac,0
20200611T143000+0800_Matuwa-Indigenous-Protected-Area-Dry-B_532965.flac,0
20200611T151600+0800_Matuwa-Indigenous-Protected-Area-Wet-B_535357.flac,0
20200611T154748+0800_Matuwa-Indigenous-Protected-Area-Dry-A_540284.flac,0
20191017T144200+0800_Monjebup-Reserve-SWWA-Floristic-Region-Dry-A_155744.flac,0
20200124T100000+0800_Monjebup-Reserve-SWWA-Floristic-Region-Dry-A_156932.flac,0
20191017T141230+0800_Monjebup-Reserve-SWWA-Floristic-Region-Wet-A_157756.flac,0
20191017T120600+0800_Monjebup-Reserve-SWWA-Floristic-Region-Dry-B_159772.flac,0
20191017T132854+0800_Monjebup-Reserve-SWWA-Floristic-Region-Wet-B_161790.flac,0
20191017T133417+0800_Monjebup-Reserve-SWWA-Floristic-Region-Wet-B_161791.flac,0
20210508T120000+1000_Carnarvon-Station-Reserve-Dry-A_398301.flac,0
20200320T140000+1000_Carnarvon-Station-Reserve-Wet-A_141600.flac,0
20200528T095837+1000_Carnarvon-Station-Reserve-Wet-A_399839.flac,0
20201002T141348+1000_Carnarvon-Station-Reserve-Wet-A_401375.flac,0
20200528T104600+1000_Carnarvon-Station-Reserve-Dry-B_402565.flac,0
20201210T020000+1000_Carnarvon-Station-Reserve-Dry-B_404902.flac,0
20201002T145848+1000_Carnarvon-Station-Reserve-Wet-B_408276.flac,0
20210508T120000+1000_Carnarvon-Station-Reserve-Wet-B_410880.flac,0
20210519T113130+0930_Kangaroo-Island-Dry-A_843176.flac,0
20210519T120000+0930_Kangaroo-Island-Dry-A_843170.flac,0
20210519T133618+0930_Kangaroo-Island-Wet-A_846121.flac,0
20210519T144018+0930_Kangaroo-Island-Wet-B_837166.flac,0
20190829T112700+1000_Steve-Irwin-Wildlife-Reserve-Dry-A_207845.flac,0
20190829T105700+1000_Steve-Irwin-Wildlife-Reserve-Wet-A_210061.flac,0
20200824T132300+1000_Steve-Irwin-Wildlife-Reserve-Wet-A_733528.flac,0
20200824T132516+1000_Steve-Irwin-Wildlife-Reserve-Wet-A_733529.flac,0
20190829T121731+1000_Steve-Irwin-Wildlife-Reserve-Dry-B_210341.flac,0
20200824T135434+1000_Steve-Irwin-Wildlife-Reserve-Dry-B_738443.flac,0
20190829T115719+1000_Steve-Irwin-Wildlife-Reserve-Wet-B_212400.flac,0
20190829T120000+1000_Steve-Irwin-Wildlife-Reserve-Wet-B_212405.flac,0
20201007T175613+1000_Steve-Irwin-Wildlife-Reserve-Wet-B_737934.flac,0
20201124T103549+1000_Mourachan-Dry-B_867929.flac,0
20210427T093712+1000_Mourachan-Dry-B_867791.flac,0
20210510T060000+1000_Mourachan-Dry-B_868953.flac,0
20210512T060000+1000_Mourachan-Dry-B_872486.flac,0
20210513T180000+1000_Mourachan-Dry-B_865667.flac,0
20210514T180000+1000_Mourachan-Dry-B_867320.flac,0
20220321T094700+1000_Mourachan-Wet-A_1066269.flac,0
20201111T102138+1000_Mourachan-Wet-B_875285.flac,0
